,Month,Overview,Poster Path,Titles,Year
89,05,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",/d0vReo0jcMhBjCLYZAFqWHcb7Lj.jpg,After Earth,2013
90,03,A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,/nsGLKlwEOtqatz8yRdxOlAw5utr.jpg,Solaris,1972
91,07,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",/uk2DdXqdGiFfF5PrvvadQHKES1o.jpg,The Shadow,1994
92,09,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots.",/7tO8s7n6Hga2y0NIUT0aoGQelPG.jpg,Sky Captain and the World of Tomorrow,2004
93,03,Tara Markov is a girl who has power over earth and stone; she is also more than she seems. Is the newest Teen Titan an ally or a threat? And what are the mercenary Deathstroke's plans for the Titans?,/ut5F7z1U89zKz9GZAtbJHF7ljqV.jpg,Teen Titans: The Judas Contract,2017
94,08,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",/2zm3a3453aWN078Qd6nIQngbEkM.jpg,The Astronaut's Wife,1999
95,11,"A city in Washington state awakens to the surreal sight of foreign paratroopers dropping from the sky - shockingly, the U.S. has been invaded and their hometown is the initial target. Quickly and without warning, the citizens find themselves prisoners and their town under enemy occupation. Determined to fight back, a group of young patriots seek refuge in the surrounding woods, training and reorganizing themselves into a guerrilla group of fighters. Taking inspiration from their high school mascot, they call themselves the Wolverines, banding together to protect one another, liberate their town from its captors, and take back their freedom.",/tNkIfqiuWFYCUIiyVblar8rB1GV.jpg,Red Dawn,2012
96,12,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",/l8p1fcUaqGJJMvPFtnXC2Uz079f.jpg,Jimmy Neutron: Boy Genius,2001
97,09,"In the future, an oppressive government maintains control of public opinion by outlawing literature and maintaining a group of enforcers known as ""firemen"" to perform the necessary book burnings. Fireman Montag begins to question the morality of his vocation. Curious about the world of books, he soon falls in love with a beautiful young member of a pro-literature underground - and with literature itself.",/bikkYoOBmvFjcB5P5QcRWebSWRe.jpg,Fahrenheit 451,1966
98,05,"On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.",/oGTMVwgQqwyJxJ841MNmVzoUgRg.jpg,Survival of the Dead,2010
99,04,"Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in his computer generated parallel world that's just like the 30's with seemingly real people with real emotions.",/7cm1xHOkzcqo2ienFgTl17qa35U.jpg,The Thirteenth Floor,1999
100,03,"On a romantic getaway to Iceland, a young American couple wake up one morning to discover every person on Earth has disappeared. Their struggle to survive and to reconcile the mysterious event lead them to reconsider everything they know about themselves and the world.",/cedeEgSeKpsFZH9z9LgWbEqILlW.jpg,Bokeh,2017
101,03,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",/HD4LtUw4Ono9tzgwWOhHpHcjkj.jpg,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991
102,11,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",/AdadT2HuwHkYWxbzme4QP77M6Wt.jpg,Skyline,2010
103,03,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",/rmENz2ulMToAhVk3qWwmNVl6uoO.jpg,The Divide,2011
104,09,A group of young film students run into real-life zombies while filming a horror movie of their own.,/wQ08zkWwKmOPJSwaeHTJwxDEh2I.jpg,Diary of the Dead,2007
105,06,"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms.",/y8ZkUtrWyMpCVBsmsamwCYm8HjK.jpg,From Beyond,1986
106,11,"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",/4mxGgU8aUxjjv1E0Zoww061WdWB.jpg,District B13,2004
107,09,"Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?",/fmDt68Pj9OiR3pfvNL9qkuhKvi2.jpg,Highlander: Endgame,2000
108,02,"Enzo Ceccotti comes into contact with a radioactive substance, then accidently discovers he has superpowers. A touchy, navel-gazing introvert, he’s sure his new capabilities will do wonders for his life of crime, but that all changes when he meets Alessia, who’s convinced he’s the hero from the famous Japanese comic strip, Steel Jeeg Robot.",/hHgsvMPhGQ5T7kJsSezQHBjGDBp.jpg,They Call Me Jeeg Robot,2016
109,07,"In this mind-bending 'Sci-Fi Noir' a daring physicist folds time to travel into the past, trying to stop a mysterious woman from stealing his invention. But once there, he uncovers a surprising truth about the machine, the woman, and his own fractured reality.",/xdX3j9BEmhEIYIIOHWPjdgwXcrs.jpg,Synchronicity,2015
110,09,"A futuristic 'Brief Encounter', a love story in which the romance is doomed by genetic incompatibility.",/lOEo7iG0FV6mxpvl8IQoSvsGSC3.jpg,Code 46,2003
111,06,"Ren Amari is the driven inventor of a revolutionary new drug. OtherLIfe expands the brain's sense of time and creates virtual reality directly in the user's mind. With OtherLife, mere seconds in real life feel like hours or days of exciting adventures. As Ren and her colleagues race around the clock to launch OtherLife, the government muscles in to use the drugs as a radical solution to prison overcrowding. They will create virtual cells where criminals serve long sentences in just minutes of real time. When Ren resists, she finds herself an unwilling guinea pig trapped in a prison cell in her mind. She must escape before she descends into madness, and then regain control of OtherLife before others suffer the same fate.",/stSDsKsb4fS6NPzuHwfAWD2jim8.jpg,OtherLife,2017
112,10,"Colonel Reynolds and his group of government scientists continue their work on re-animating the dead for military use. His son Curt uses a stolen security pass to sneak in with his thrill-seeking girlfriend Julie, with shocking, deadly results!",/gUJQ7akANEwV5R2IGrCPIUM6iMw.jpg,Return of the Living Dead 3,1993
113,09,Space Pirate Captain Harlock and his fearless crew face off against the space invaders who seek to conquer the planet Earth.,/lB3movQFEgRZQWeZtCceLhUiIQj.jpg,Space Pirate Captain Harlock,2013
114,07,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",/l5laJWvcxgkoqC3nRPs9N5u55jR.jpg,Small Soldiers,1998
115,12,2 buddy farmers are visited by aliens who like their domestic cabbage soup.,/prCMO4jBQ2O82QNxw9thpYZ73gq.jpg,Cabbage Soup,1981
116,06,"Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.",/pDjfBk3YkdvRK2VERvoHaXJdNxF.jpg,Superman III,1983
117,03,"When the Punisher takes out a black-market weapons dealer, he stumbles upon a far-reaching terrorist plot devised by a group known as Leviathan.",/6zBkbmqB857edSNt08fJpv1Tqqt.jpg,Avengers Confidential: Black Widow & Punisher,2014
118,10,Agent Coulson stops at a convenience store and deals with a coincidental robbery during his visit.,/kfuXG19tj2Z5ViaHpu9cCMV4XiB.jpg,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,2011
119,11,Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,/6pBUekwhnjW99V0cLphx7dZE2Wx.jpg,The 6th Day,2000
120,07,"With enormous cone-shaped heads, robotlike walks and an appetite for toilet paper, aliens Beldar and Prymatt don't exactly blend in with the population of Paramus, N.J. But for some reason, everyone believes them when they say they're from France! As the odd ""Saturday Night Live"" characters settle into middle-class life in this feature-length comedy, a neighbor admires their daughter.",/9vuFI0xV1yZfsWr23evJlkRDL8j.jpg,Coneheads,1993
121,06,A former soldier is taken captive and awakens in the back of a van where he learns that he only has less than 10 minutes to figure out how he got there.,/7STXBkSO5WEVF98B3ZOXanKMNK6.jpg,The Anomaly,2014
122,08,"Adventurer/surgeon/rock musician Buckaroo Banzai and his band of men, the Hong Kong Cavaliers, take on evil alien invaders from the 8th dimension.",/zaIvuZWPtmyQvsYMeLtox4vTlD2.jpg,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984
123,06,"Weird yummy goo erupts from the earth and is discovered by a couple of miners. They taste it and decide to market it because it tastes so good. The American public literally eats up the new dessert sensation now known as the Stuff but, unfortunately, it takes over the brains of those who eat it, turning them into zombie-like creatures. It is up to ex-FBI agent David Rutherford and a kid named Jason to stop the spread of the mind-devouring dessert.",/n18VCF6QdiQHOxD0ABOq0Vg80Pc.jpg,The Stuff,1985
124,08,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him.",/7vdg9lA1un8TrNLlLKsaQtVqs4a.jpg,Virtuosity,1995
125,08,Melanie Ballard (Natasha Henstridge) is a hard nosed police chief in the year 2025. She and a police snatch squad are sent to Mars to apprehend a dangerous criminal James Williams (Ice Cube). Mars has been occupied by humans for some time and they have set up mining facilities. The mining activities on Mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. It soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'.,/rBmkaKxRg55zBZr11EGbedFJM0.jpg,Ghosts of Mars,2001
126,01,"Susan is a scientist searching for answers to important questions. So important that she has given up on other things, like love - until she meets Micheal. Susan and Michael find themselves embarking on a sensual adventure while the world around them seems to be falling apart. A life-affirming look at what it means to love and be loved in turbulent times.",/auGreFF58MJW6r6UzJCvHA8mVBc.jpg,Perfect Sense,2011
127,01,"Ti, a really poor construction worker that struggles to keep his son, Dicky, in private school, mistakes an orb he finds in a junkjard for a toy which proves to be much, much more once the young boy starts to play with it.",/5DrPz0jRTMMnUxEOtI0t7j4DooT.jpg,CJ7,2008
128,09,"After a top-secret experiment misfires, a scientist may be the only man left alive in the world.",/2vDhMUGRDg0jkUYR5L9DQSG0vBh.jpg,The Quiet Earth,1985
129,08,"The world of Eternia in the aftermath of Skeletor's war on Castle Grayskull, which he has won after seizing Grayskull and the surrounding city using a cosmic key developed by the locksmith Gwildor. The Sorceress is now Skeletor's prisoner and he begins to drain her life-force as he waits for the moon of Eternia to align with the Great Eye of the Universe that will bestow god-like power upon him.",/jzU5dXnx4tVRIA9DJjR4b7LFsel.jpg,Masters of the Universe,1987
130,09,"This animated short revolves around the events causing an electrical systems failure on the west coast of the US. According to Blade Runner 2049’s official timeline, this failure leads to cities shutting down, financial and trade markets being thrown into chaos, and food supplies dwindling. There’s no proof as to what caused the blackouts, but Replicants — the bio-engineered robots featured in the original Blade Runner, are blamed.",/zzRjnUOVXyjp2WudgT7KxJLYh9D.jpg,Blade Runner: Black Out 2022,2017
131,09,"Six children genetically cross-bred with avian DNA, complete with wings, take flight around the country to discover their origins.",/8j9MhnsdM8MB9wXjDWYRCIyR8i7.jpg,Maximum Ride,2016
132,09,"Zero (Wagner Moura) is a brilliant scientist, but unfortunate because 20 years ago was publicly humiliated and lost in college Helena (Alinne Moraes) the love of his life. One day, an accidental experience with one of his inventions makes him travel in time, more precisely, to the past. After the chance to change his story, Zero returns to this totally changed.",/p1h0I931sGc8g8iXFR6VjZdiNwM.jpg,The Man from the Future,2011
133,05,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.,/b9ZaPiD6AaZR7CgQP5P4Kg893QL.jpg,Star Trek III: The Search for Spock,1984
134,04,The son of a retired astronaut competes to win a seat on the next space shuttle.,/4zMYymKiY2EZZOIfhe6ZpUPDRx6.jpg,Space Warriors,2013
135,11,"In the year 2074, the cybernetics market is dominated by two rival companies: USA's Pinwheel Robotics and Japan's Kobayashi Electronics. Cyborgs are commonplace, used for anything from soldiers to prostitutes. Casella Reese is a prototype cyborg developed for corporate espionage and assassination. She is filled with a liquid explosive called Glass Shadow. Pinwheel plans to eliminate the entire Kobayashi board of directors by using Casella",/vlHIw2xnT0RdSTPwjcGhs78oz8u.jpg,Cyborg 2,1993
136,07,"A freak hurricane hits Los Angeles, causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia.",/6nxewN7l5XGxDqCcGkLaXJ3ljdz.jpg,Sharknado,2013
137,07,"Fans of Adult Swim's ""Robot Chicken"" and the Star Wars movie franchise won't want to miss this collection of 30 sketches. This hilarious compilation features an array of skits -- such as ""Darth Vader's Collect Call"" and ""Inside the AT-AT"" -- as well as the incredible voice talents of Hulk Hogan, Malcolm McDowell, Conan O'Brien and even the original Luke Skywalker himself, Mark Hamill.",/kWKspQ7YiQ82xXM1jVbIbqh5OyV.jpg,Robot Chicken: Star Wars,2007
138,01,"Earth has been conquered by robots from another galaxy and the human survivors must stay in their homes, or risk incineration.",/9gza49pO2avFcqcpn9qsRUD012e.jpg,Robot Overlords,2015
139,05,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,/wS0QhF2RTwap84BKGr9hKHzNAMx.jpg,A Scanner Darkly,2006
140,10,"When Scooby and the gang get trapped in a video game created for them, they must fight against the 'Phantom Virus'. To escape the game they must go level by level and defeat the game once and for all.",/poAzQ1fRYTsTDYYKuQBXCrP28qG.jpg,Scooby-Doo! and the Cyber Chase,2001
141,09,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",/jCuhVKfj0vvR7iH8D5Aa0Q1ZX8e.jpg,Timecop,1994
142,02,"Dae-ho, an investigative journalist, seeks to track down the whereabouts of his son who was abducted three years ago. With the help of a detective and a psychiatrist friend, he will retrace his memory of the incident through the use of lucid dreaming techniques.",/kFNCZo3ME1q83x6AfkSdhGZZOUG.jpg,Lucid Dream,2017
143,04,"When a sprite named Crysta shrinks a human boy, Zak, down to her size, he vows to help the magical fairy folk stop a greedy logging company from destroying their home, the pristine rainforest known as FernGully. Zak and his new friends fight to defend FernGully from lumberjacks -- and the vengeful spirit they accidentally unleash after chopping down a magic tree.",/gU2TbLTJ2s0aL5OsPuYQgZR8y3A.jpg,FernGully: The Last Rainforest,1992
144,07,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.",/xmvkYqK28ds9JM4gyBJCSoYpm9T.jpg,Apollo 18,2011
145,11,"Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",/8ZeckjmtObR3QPjzSm4X656vFS2.jpg,Highlander: The Final Dimension,1994
146,08,Fin and his wife April travel around the world to save their young son who's trapped inside a sharknado.,/tChGHX3tMRkXEiiojoJZ3Vsmlcf.jpg,Sharknado 5: Global Swarming,2017
147,12,"When a chance encounter brings together the cynical Dell and the quick-witted Kimberly, the stage is set for a tempestuous love affair that unfolds like a puzzle. As the film zigzags back and forth in time-from a meteor shower in LA, to an encounter in a Paris hotel room, to a fateful phone call-an unforgettable portrait of a relationship emerges.",/fzETOwCLIQTSHpqlxX5AeEvO05P.jpg,Comet,2014
148,12,"When their beloved school is threatened with closure should the powers that be fail to raise the proper funds, the girls scheme to steal a priceless painting and use the profits to pull St. Trinian's out of the red.",/7WkJDzTqWaw2j57Yx1KvoIb5eWA.jpg,St. Trinian's,2007
149,04,"In an overpopulated futuristic Earth, a New York police detective finds himself marked for murder by government agents when he gets too close to a bizarre state secret involving the origins of a revolutionary and needed new foodstuff.",/tIQVty3lbBzwuLemEDQic1Axfbd.jpg,Soylent Green,1973
150,12,"In a mysterious and remote snowy outpost, Matt and Potter share a Christmas meal, swapping creepy tales of their earlier lives in the outside world, but are both men who they appear to be?",/he609rnU3tiwBjRklKNa4n2jQSd.jpg,Black Mirror: White Christmas,2014
151,08,"After a battle in a power plant, Ben notices something strange is happening with the omnitrix, but doesn't tell anyone. Tetrax arrives, and tells them the omnitrix is broadcasting a self destruct signal. Tetrax and Ben go to find the creator of the omnitrix to fix the omnitrix before it destroys itself and the universe along with it. Gwen stows away to help her cousin.",/vOCDT3eHgJkRE2fMpIsplcFlW59.jpg,Ben 10: Secret of the Omnitrix,2007
152,07,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",/gsmwDAtdxAUzVyELzvdRavqqVYN.jpg,Phenomenon,1996
153,12,"Leslie Zevo is a fun-loving inventor who must save his late father's toy factory from his evil uncle, Leland, a war-mongering general who rules the operation with an iron fist and builds weapons disguised as toys.",/xWQ8ONckSDgy0OXJyDq5hVhuxgP.jpg,Toys,1992
154,01,"In 1980, the US Navy's most powerful warship, the USS Nimitz, is caught in a storm during routine manoeuvres in the Pacific. Enveloped by a strange green light, the ship passes through a vortex and when they emerge, their communications have been cut off. The ship's Captain (Kirk Douglas) sends out a patrol and the F-14 pilots are shocked to encounter vintage Japanese warplanes.",/4TL97w3r2QdiFA4gzfbC4o8ZpgZ.jpg,The Final Countdown,1980
155,02,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",/k1wWEHxXLTHXjiBghhPqDYRBuDn.jpg,My Favorite Martian,1999
156,09,"A nomadic 16th century warrior, condemned to hell for his brutal past, seeks redemption by renouncing violence, but finds some things are worth burning for as he fights to free a young Puritan woman from the grip of evil.",/n5SHBE4ulsDDVa9gYttUYwp1VZU.jpg,Solomon Kane,2009
157,05,"When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways.",/gsqOX1ReJ5lcmTuDdkhOXLug8Ug.jpg,A Sound of Thunder,2005
158,07,"The visionary dreams of three curious and adventuresome young boys become an exciting reality in Explorers, the action-fantasy from director Joe Dante, who combines keen humor, warmth and fantasy with unexpected twists. In their makeshift laboratory, the boys use an amazing discovery and their ingenuity to build their own spaceship and launch themselves on a fantastic interplanetary journey.",/bvvZKGyD30S4smjRVqikGe8ICFa.jpg,Explorers,1985
159,07,"Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.",/fv1yEUmt0LgNcOjqcBPPmezEZdo.jpg,Phantasm II,1988
